0x16000	0	21세기가 되어… 어느새 벌써 몇 해가 지났다.
0x16000	1	달력으로는 시대가 바뀌었지만… 세상은 아무것도 변하지 않았다.
0x16000	2	확실히 고층 빌딩의 수는 엄청난 기세로 계속 늘고 있다.
0x16000	3	과학도 발전했다.
0x16000	4	하지만… 인간은 이 시대가 되어도 조금도 나아지지 않았다.
0x16000	5	나라와 나라의 다툼은 여전하고, 젊은이의 마음도 거칠어져만 간다.
0x16000	6	오히려… 옛날보다 나빠진 게 아닐까…?
0x16000	7	인간의 세계가 균형을 잃고 있는 거라면…
0x16000	8	"오랜 세월 인간과 함께 살아온 ""그들""은 얌전히 있을까?"
0x16000	9	이런… 정전인가?
0x16000	10	……………………
0x16000	11	인간들은 그들의 보금자리를 빼앗고, 제 세상인 양 살아왔다.
0x16000	12	이제는 그들의 존재를… 믿지 않는 사람도 많을 것이다.
0x16000	13	하지만, 그들은 있다.
0x16000	14	오히려 지금이기에 그들은 인간 세계를 노릴지도 모른다…
0x16000	15	이 위험을 알려 두어야만 한다.
0x16000	16	"그들에게… ""요괴""를 상대할 수 있는, 가장 믿음직한 인물에게…!"
0x16000	17	안 되겠군… 편지지도 봉투도 다 떨어졌던가…
0x16000	18	…아아! 맞다. 지금은 그런 게 없어도 연락되는 시대였지.
0x16000	19	  전략
0x16000	20	  전략
0x16000	21	  전략  게게게의 키타로 님
0x16000	22	  전략  게게게의 키타로 님
0x16000	23	「후우~, 살 것 같구나!」
0x16000	24	「아버지, 물 온도는 어떠세요?」
0x16000	25	"「음, 지금 계절엔 이 정도가 딱 좋아, 나무랄 데 없구나!@완전히 밥공기 목욕의 ""요령""을 터득했구나… 키타로!」"
0x16000	26	「요즘 심심했으니까요.@덕분에 아버지 목욕 준비가 완전히 능숙해져 버렸어요」
0x16000	27	「음, 옛날과 비교하면 확실히 요괴 관련 사건 수는 줄었지.@인간과 자연의 거리가 멀어져 요괴와 마주칠 기회가 줄었기 때문이겠지」
0x16000	28	「그렇네요… 쓸쓸한 얘기지만. 그래도 사건이 적은 건 좋은 일이죠」
0x16000	29	「음… 그렇구나」
0x16000	30	(살벌한 뉴스는 여전히 많지만… 요괴가 얽힌 사건은 없는 것 같군…)
0x16000	31	「키타로. 전부터 물어보려 했다만…@그 딸깍딸깍하는 물건은 무엇이냐? 새로운 요괴 TV냐?」
0x16000	32	「네? 아아, 이거요. 이건 요괴 컴퓨터예요」
0x16000	33	「호오, 그게 컴퓨터라는 물건이냐. 그래서 무엇을 하고 있느냐?」
0x16000	34	「요괴넷으로 사건을 조사하고 있어요」
0x16000	35	「요괴넷?」
0x16000	36	「네. 지금은 인터넷으로 앉은 자리에서 온 세상의 정보를 볼 수 있으니까요」
0x16000	37	「…… 키타로. 요즘 자주, 그 컴퓨터인지 뭔지 앞에 앉아 있는 것 같다만…」
0x00000	1	이동
0x00000	2	공격
0x00000	3	도구
0x00000	4	설득
0x00000	5	능력
0x00000	6	안테나
0x00000	7	대기
0x00000	8	소화
0x00000	9	구조
0x00000	10	조사
0x01000	0	키타로
0x01000	1	눈알아버지
0x01000	2	쥐인간
0x01000	3	모래뿌리기할멈
0x01000	4	아기울음영감
0x01000	5	고양이소녀
0x01000	6	이탄모멘
0x01000	7	누리카베
0x01000	8	시사
0x01000	9	두레박불
0x01000	10	오보로구루마
0x01000	11	우산요괴
0x01000	12	가뭄신
0x01000	13	와뉴도
0x01000	14	우귀
0x01000	15	카타키라우와
0x01000	16	수달
0x01000	17	붉은혀
0x01000	18	누케쿠비
0x01000	19	해골여인
0x01000	20	해골
0x01000	21	큰머리
0x01000	22	검은중
0x01000	23	우부메
0x01000	24	큰지네
0x01000	25	호우코우
0x01000	26	호우코우(화)
0x01000	27	호우코우(수)
0x01000	28	호우코우(풍)
0x01000	29	호우코우(지)
0x01000	30	만년죽
0x01000	31	요괴죽
0x01000	32	대나무너구리
0x01000	33	쥐인간
0x01000	34	접이식 뉴도
0x01000	35	거울사자
0x01000	36	다이다라봇치
0x01000	37	다이다라봇치눈
0x01000	38	다이다라봇치입
0x01000	39	다이다라봇치코
0x01000	40	다이다라봇치뇌
0x01000	41	다이다라봇치교신자
0x01000	42	다이다라봇치교교주
0x01000	43	누라리횬
0x07000	11	데이터 로드
0x07000	12	데이터 세이브
0x16000	38	「여러모로 편리하니까요. 어떠세요, 아버지도 한번 해 보시겠어요?」
0x16000	39	「…………… 키타로, 거기 앉아라」
0x16000	40	「무슨 일이세요 아버지?」
0x16000	41	「잔말 말고 앉거라!」
0x16000	42	「아, 아버지?」
0x16000	43	「헤헤헤, 실례한다, 키타로!」
0x16000	44	「우와!」
0x16000	45	「앗, 아버지!」
0x16000	46	「이런, 계셨습니까 영감님!」
0x16000	47	「계셨냐니 그게 무슨 말이냐!」
0x16000	48	「미안 미안. 그렇게 화내지 마시라고.
0x16000	49	 그것보다 키타로. 좋은 물건 가져왔다고」
0x16000	50	「좋은 물건? 수상쩍은데」
0x16000	51	「짜잔! 바로 이거다!」
0x16000	52	「뭐야… 그냥 요괴 휴대전화잖아」
0x16000	53	"「크~, 여전히 뒤처졌구나~ 키타로!@이거야말로 요괴TV 광고로 유명한 Y모드 지원 최신 휴대 단말 ""M666y""다!@음악 다운로드 지원에 사진도 찍히고 껍데기도 바꿀 수 있어!@영상통화 기능에 GPS까지 달렸는데 접으면 이 두께!@어떠냐 키타로. 갖고 싶지 않냐~~~?」"
0x16000	54	「너, 아직도 통신사 영업을 하고 있었냐… 나한텐 그런 거 필요 없어.@애초에 네가 가져오는 물건에 제대로 된 게 없으니까. 냉큼 돌아가!」
0x16000	55	"「나, ""냉큼 돌아가""라고? 이 자식! 좀 봐줬더니 기어오르는군…@거기 있는 컴퓨터 싸게 넘겨준 은혜를 잊었냐!」"
0x16000	56	"「무슨 ""넘겨준 은혜""야. 네가 휴대폰을 너무 써서 생활비가 떨어지니까@가져가 달라고 울며 매달렸잖아!」"
0x16000	57	「으윽, 젠장! 말대꾸만 해대고… 더는 못 참겠다! 이거나 먹어라!」
0x16000	58	「우와! 이, 이 자식이!」
0x16000	59	「아야! 제, 제기랄~!」
0x16000	60	「에잇! 시끄럽다 그만두지 못하겠느냐! 싸울 거면 둘 다 나가거라!」
0x16000	61	「아, 아버지!? 그런! 어째서 저까지요?」
0x16000	62	「시끄럽다! 아무튼 나가라면 나가거라~!」
0x16000	63	「기다려 주세요, 아버지. 아직 조사하던 중이에요.@하다못해 인터넷으로 모은 요괴 정보만이라도 확인하게 해 주세요」
0x16000	64	「맞아요, 나도 휴대폰 계약 못 따면 이번 달 결제가…」
0x16000	65	"「시끄럽다~! 조용히 못 하겠느냐! 무슨 ""인터넷""이냐! 무슨 ""휴대전화""냐!@이놈이나 저놈이나 참으로 한심하구나!@알아볼 것이 있으면 제 발로 직접 알아보면 될 것 아니냐!」"
0x16000	66	「하, 하지만!」
0x16000	67	「난 불쾌하다. 아무래도 좋으니 둘 다 당장 여기서 나가거라~!」
0x16000	68	「키타로, 네 아버지는 여전히 고집이 세구나.@네 마음고생은 내가 뼈저리게 안다고~!」
0x16000	69	「…… 말은 잘하는군」
0x16000	70	「너도 저런 아버지가 집에서 지켜보고 있으면 마음 놓고 인터넷도 못 하겠다.
0x16000	71	 아앗! 맞다! 여기 키타로한테 가져온 휴대폰이 있잖아!@게다가 최신형이라 인터넷도 되고! 역시 키타로, 이건 네가 가질 운명인 거야~!」
0x16000	72	「일일이 뻔뻔스럽구나! 아무튼 안 산다면 안 사!」
0x16000	73	「키타로~!!」
0x16000	74	「헉! 이 목소리는…!?」
0x16000	75	「다행이다, 여기 있었구나 키타로!」
0x16000	76	「무슨 일이야, 고양이소녀」
0x16000	77	「아~! 너! 여기서 뭐 하는 거야!@더러운 몸으로 키타로한테 다가오지 말라고 했잖아!」
0x16000	78	"「흥! 난 키타로랑 ""비즈니스"" 얘기 중이야.@네가 저리 가!」"
0x16000	79	「무슨 비즈니스야! …어라! 잠깐 그 휴대폰… 제일 최신형이잖아!
0x16000	80	 마침 잘됐네, 지금 쓰는 내 것이랑 공짜로 바꿔 줘!」
0x16000	81	「바~보, 왜 너한테 공짜로 줘야 하는데!」
0x16000	82	「아, 아파~~~~~~!!!」
0x16000	83	「누가 바보야! 저번에 나 속여서 구식 고물 휴대폰 팔아넘겼잖아!@이러쿵저러쿵 말 말고 내놔!」
0x16000	84	「앗!」
0x16000	85	「오~ 제법 괜찮잖아! 이걸로 저번 일은 없던 걸로 해 줄게」
0x16000	86	「어… 엉망진창이군…」
0x16000	87	「뭐야!」
